Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,45-54 years,,30,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,50-64 years,,79,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,55-64 years,,63,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,65-74 years,,101,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,75-84 years,13,178,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Massachusetts,Female,85 years and over,16,305,16,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,All Ages,72,1352,82,36,0,118,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,18-29 years,0,12,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,25-34 years,0,15,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,30-39 years,0,23,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,35-44 years,,32,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,40-49 years,,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,45-54 years,,66,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,50-64 years,12,205,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,55-64 years,,157,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,65-74 years,14,289,18,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,75-84 years,21,336,31,14,0,38,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,All Sexes,85 years and over,23,444,25,10,0,38,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,All Ages,40,696,45,21,0,64,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,25-34 years,0,11,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,30-39 years,0,15,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,35-44 years,,21,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,40-49 years,,26,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,45-54 years,,46,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,50-64 years,,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,55-64 years,,95,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,65-74 years,10,171,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,75-84 years,,164,12,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Male,85 years and over,13,184,15,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,All Ages,32,656,37,15,0,54,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,35-44 years,0,11,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,40-49 years,0,11,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,45-54 years,,20,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,50-64 years,,77,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,55-64 years,,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,65-74 years,,118,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,75-84 years,13,172,19,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Michigan,Female,85 years and over,10,260,10,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,All Ages,52,824,41,13,0,80,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,15-24 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,30-39 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,35-44 years,,13,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,40-49 years,,24,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,45-54 years,,29,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,50-64 years,,82,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,55-64 years,,67,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,65-74 years,13,161,12,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,75-84 years,11,237,,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,All Sexes,85 years and over,24,313,20,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,All Ages,28,397,27,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,0-17 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,15-24 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,30-39 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,35-44 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,40-49 years,,18,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,45-54 years,,21,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,50-64 years,,50,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,55-64 years,,40,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,65-74 years,,90,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,75-84 years,,121,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Male,85 years and over,10,115,12,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,All Ages,24,427,14,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,15-24 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,40-49 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,45-54 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,50-64 years,0,32,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,55-64 years,0,27,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,65-74 years,,71,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,75-84 years,,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Minnesota,Female,85 years and over,14,198,,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,All Ages,64,587,71,39,0,96,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,40-49 years,,18,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,45-54 years,,35,10,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,50-64 years,,104,16,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,55-64 years,,84,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,65-74 years,22,143,27,18,0,31,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,75-84 years,14,156,12,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,All Sexes,85 years and over,15,152,13,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,All Ages,36,293,41,22,0,55,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,40-49 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,45-54 years,,13,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,50-64 years,,63,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,55-64 years,,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,65-74 years,13,82,18,10,0,21,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,75-84 years,11,83,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Male,85 years and over,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,All Ages,28,294,30,17,0,41,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,15-24 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,40-49 years,,11,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,45-54 years,,22,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,50-64 years,,41,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,55-64 years,,29,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,65-74 years,,61,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,75-84 years,,73,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Mississippi,Female,85 years and over,,102,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,All Ages,56,984,74,27,0,103,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
